iter	Logloss
739	0.1042351112
740	0.1040998816
741	0.1039858133
742	0.103835839
743	0.1036135167
744	0.1035269125
745	0.1033868706
746	0.1032892775
747	0.1031870595
748	0.1030780027
749	0.1029837042
750	0.1028791049
751	0.1027575775
752	0.1026586602
753	0.1025517135
754	0.1024182552
755	0.1022416079
756	0.1021807752
757	0.102099989
758	0.1019236519
759	0.1017671001
760	0.1017065088
761	0.1016579619
762	0.1015346544
763	0.1013976871
764	0.1012819148
765	0.1011149405
766	0.1010306083
767	0.1008843043
768	0.1007224568
769	0.100542174
770	0.1004516362
771	0.1003523405
772	0.1002532977
773	0.1001673391
774	0.100078817
775	0.09996741451
776	0.09978444282
777	0.09968592047
778	0.09958629322
779	0.09949336555
780	0.09936398538
781	0.09928944701
782	0.09920870618
783	0.09906153569
784	0.09895493715
785	0.09883403424
786	0.09866148729
787	0.09853740104
788	0.09847997394
789	0.09831149281
790	0.09824847128
791	0.0981464393
792	0.09807350841
793	0.09794161142
794	0.09775923813
795	0.09765124929
796	0.0975392881
797	0.09737299262
798	0.0972598153
799	0.09714236256
800	0.09703498539
801	0.09691587838
802	0.09685007711
803	0.09675596088
804	0.09661460877
805	0.09652261876
806	0.09637491275
807	0.09624019532
808	0.09616846103
809	0.09611787697
810	0.09603151332
811	0.09588853487
812	0.09578358671
813	0.09572010784
814	0.09556251406
815	0.09546968381
816	0.09530038897
817	0.09522050398
818	0.09505203074
819	0.09497457015
820	0.094874469
821	0.0947342962
822	0.09465842295
823	0.09449999383
824	0.09442373969
825	0.09435154971
826	0.09422714284
827	0.09413126823
828	0.09402213375
829	0.09391786895
830	0.09373722038
831	0.0935975049
832	0.09346294683
833	0.09338922254
834	0.09325854171
835	0.0931408174
836	0.09305338888
837	0.09295351695
838	0.09281218818
839	0.09267454336
840	0.09259901968
841	0.09243902728
842	0.09238286211
843	0.0923236955
844	0.09220015356
845	0.09212040239
846	0.09200421375
